ID link,in_mine,in_BauschFluck,in_Town,in_DiazRamos,in_daCunha
P0C7T8,0,0,1,0,0
P0C7U0,1,1,1,0,0
P0C7U3,0,1,1,0,0
P0C7U9,0,0,1,0,0
P0C7V7,1,0,1,0,0
P0C851,0,0,1,0,0
P0C874,0,0,1,0,0
P0CF51,0,0,1,0,0
P0CG08,0,0,0,1,1
P0CG37,1,1,0,0,0
P0CG41,0,0,1,0,0
P0CK96,0,0,1,0,0
P0CK97,0,0,1,0,0
P0DKB5,1,1,1,0,0
P0DKB6,0,0,1,0,0
P0DKV0,0,0,1,0,0
P0DMQ5,0,0,1,0,0
P0DMS8,1,0,1,1,1
P0DMU2,1,0,0,0,0
P0DN77,1,0,0,0,1
P0DN78,1,0,0,0,0
P0DN80,1,0,0,0,0
P0DN81,1,0,0,0,0
P0DN82,1,0,0,0,0
P0DP58,1,0,0,0,0
P0DPA2,1,0,1,0,1
P0DPD6,0,0,1,0,1
P0DPE3,1,0,0,0,0
P0DQD5,1,0,0,0,0
P10176,0,0,1,0,0
P10276,0,0,1,0,0
P10314,1,1,1,1,1
P10316,1,1,1,1,1
P10319,1,1,1,1,1
P10321,1,1,1,1,1
P10415,0,0,1,0,0
P10586,1,1,1,0,1
P10600,0,0,1,0,0
P10620,0,0,1,0,0
P10646,1,1,1,0,0
P10696,1,1,0,0,0
P10721,1,1,1,1,1
P10747,1,1,1,1,1
P10809,0,0,1,0,0
P10912,1,1,1,1,1
P10966,1,1,1,1,1
P11021,0,0,1,0,0
P11049,1,1,1,1,1
P11117,0,1,1,0,0
P11166,1,1,1,1,1
P11168,1,1,1,0,1
P11169,1,1,1,1,1
P11215,1,1,1,1,1
P11226,0,0,1,0,0
P11229,1,1,0,0,1
P11230,1,1,1,0,1
P11233,0,0,1,0,0
P11245,0,0,0,0,1
P11277,0,0,1,0,0
P11279,0,1,1,1,1
P11362,1,1,1,1,1
P11464,0,0,0,1,0
P11532,0,0,1,0,0
P11678,0,0,1,0,0
P11686,0,0,0,0,1
P11717,0,1,1,1,1
P11836,1,1,1,1,1
P11912,1,1,1,1,1
P12018,0,0,0,1,0
P12235,0,0,1,0,1
P12236,0,0,1,0,0
P12314,1,1,1,1,1
P12318,1,1,1,1,1
P12319,1,1,1,1,1
P12643,0,0,1,0,0
P12821,1,1,1,1,1
P12830,1,1,1,1,1
P13164,1,0,1,1,1
P13224,1,1,1,1,1
P13385,1,1,1,0,0
P13473,0,1,1,1,1
P13569,1,0,1,0,1
P13591,1,1,1,1,1
P13598,1,1,1,1,1
P13612,1,1,1,1,1
P13637,1,1,0,0,1
P13667,0,0,1,0,0
P13688,1,1,1,1,1
P13726,1,1,1,1,1
P13727,0,0,0,0,1
P13746,1,1,1,1,1
P13747,1,1,1,1,1
P13760,1,1,1,1,1
P13761,1,1,1,1,1
P13762,1,1,1,1,1
P13765,1,1,1,1,1
P13866,1,1,1,0,1
P13945,1,1,1,0,1
P13987,1,1,1,1,0
P14060,0,0,1,0,0
P14091,0,0,0,1,0
P14151,1,1,1,1,1
P14174,0,0,1,0,0
P14207,1,1,1,0,0
P14209,1,0,1,1,1
P14384,1,1,1,0,0
P14410,0,0,1,0,0
P14415,1,1,1,1,1
P14416,1,1,0,0,1
P14616,1,1,1,0,1
P14672,1,1,1,0,1
P14679,0,1,1,0,0
P14735,0,0,1,0,0
P14770,1,0,1,1,1
P14778,1,1,1,1,1
P14784,1,1,1,1,1
P14867,1,1,1,0,1
P15144,1,1,1,1,0
P15151,1,1,1,1,1
P15260,1,1,1,1,1
P15289,0,0,1,0,0
P15291,0,0,1,0,0
P15328,1,1,1,0,1
P15382,0,0,1,0,1
P15391,1,1,1,1,1
P15421,1,0,1,0,1
P15502,0,0,0,0,1
P15509,1,1,1,1,1
P15514,0,1,1,0,1
P15529,1,1,1,1,1
P15692,0,0,1,0,0
P15812,0,1,1,1,1
P15813,1,1,1,1,1
P15814,0,0,0,1,0
P15848,0,0,1,0,0
P15907,0,0,1,0,0
P15941,1,1,1,1,1
P15954,0,0,1,0,0
P16035,0,0,1,0,0
P16066,1,1,1,0,0
P16070,1,1,1,1,1
P16109,1,1,1,1,1
P16144,1,1,1,1,0
P16150,1,1,1,1,1
P16188,1,1,1,1,1
P16189,1,1,1,1,1
P16190,1,1,1,1,1
P16234,1,1,1,1,1
P16260,0,0,1,0,0
P16284,1,1,1,1,1
P16389,1,0,1,0,1
P16410,1,1,1,1,1
P16422,1,1,1,1,1
P16442,0,0,1,0,0
P16444,1,1,0,0,0
P16471,1,1,1,1,1
P16473,1,1,1,0,1
P16581,1,1,1,1,1
P16615,0,0,0,0,1
P16662,0,0,1,0,0
P16671,1,1,1,1,1
P16871,1,1,1,1,1
P17152,0,0,1,0,0
P17181,1,1,0,1,1
P17301,1,1,1,1,1
P17302,1,1,1,1,1
P17342,1,1,1,0,1
P17643,0,1,1,0,1
P17658,1,0,1,0,1
P17693,1,1,1,1,1
P17706,0,0,0,0,1
P17787,1,1,1,0,1
P17813,1,1,1,1,1
P17861,0,0,1,0,0
P17927,1,1,1,1,1
P17931,0,0,1,0,0
P17948,1,1,1,1,0
P18031,0,0,0,0,1
P18084,1,1,1,1,1
P18089,1,1,0,0,1
P18405,0,0,1,0,0
P18428,0,0,1,0,0
P18433,1,1,1,0,1
P18462,1,1,1,1,1
P18463,1,1,1,1,1
P18464,1,1,1,1,1
P18465,1,1,1,1,1
P18505,1,1,1,0,1
P18507,1,1,0,0,1
P18564,1,1,1,0,1
P18577,0,0,1,1,1
P18627,1,1,1,1,1
P18825,1,1,0,0,1
P18827,1,1,1,1,1
P18850,0,0,1,0,0
P19013,0,0,1,0,0
P19021,0,1,1,0,1
P19022,1,1,1,1,1
P19075,1,1,1,0,1
P19224,0,0,1,0,0
P19235,1,1,1,1,1
P19256,1,1,1,1,1
P19320,1,1,1,1,1
P19397,1,1,1,1,1
P19438,1,1,1,1,1
P19440,1,1,1,1,1
P19526,0,0,1,0,0
P19634,1,1,1,0,1
P20020,1,0,1,0,1
P20023,1,1,1,1,1
P20036,1,1,1,1,1
P20039,1,1,1,1,1
P20138,1,1,1,1,1
P20273,1,1,1,1,1
P20292,0,0,0,1,1
P20309,1,1,0,1,1
P20333,1,1,1,1,1
P20594,1,1,1,0,0
P20645,0,1,1,0,1
P20648,0,0,1,0,1
P20701,1,1,1,1,1
P20702,1,1,1,1,1
P20827,1,1,0,1,0
P20916,1,1,1,0,1
P20963,1,0,1,1,1
P21145,1,0,0,1,1
P21217,0,0,1,0,0
P21397,0,0,1,0,0
P21439,1,1,1,1,1
P21452,1,1,1,1,1
P21453,1,1,1,1,1
P21462,1,1,0,1,1
P21554,1,1,1,1,1
P21579,0,0,1,0,1
P21583,1,1,1,1,1
P21589,1,1,1,1,1
P21709,1,1,1,0,1
P21728,1,1,0,0,1
P21730,1,1,1,1,1
P21731,1,1,1,1,1
P21754,1,1,1,0,1
P21757,1,1,1,1,1
P21796,0,0,1,0,0
P21802,1,1,1,1,1
P21810,0,0,1,0,0
P21817,0,0,1,0,1
P21854,1,0,1,1,1
P21860,1,1,1,1,1
P21917,1,1,1,0,1
P21918,1,1,0,0,1
P21926,1,1,1,1,1
P21964,1,0,1,0,0
P22001,1,1,0,1,1
P22083,0,0,1,0,0
P22223,1,1,1,1,1
P22303,1,1,1,0,0
P22413,1,1,1,0,0
P22455,1,1,1,1,0
P22459,1,0,1,0,1
P22460,1,0,1,0,1
P22607,1,1,1,1,1
P22732,1,1,1,1,1
P22748,1,1,1,0,1
P22760,0,0,1,0,0
P22794,1,1,1,1,1
P22888,1,1,1,0,1
P22897,1,1,1,1,1
P23229,1,1,1,1,1
P23276,1,1,1,1,1
P23415,1,1,1,0,1
P23416,1,1,1,0,1
P23443,0,0,1,0,0
P23467,1,1,1,0,0
P23468,1,1,1,0,1
P23469,1,0,1,1,1
P23470,1,1,1,0,1
P23471,1,1,1,0,1
P23510,1,1,1,1,0
P23515,1,1,0,0,0
P23634,1,1,1,1,1
P23763,0,0,1,0,1
P23942,0,1,1,0,1
P23945,1,1,1,0,1
P23975,1,1,0,0,1
P24046,1,1,0,0,1
P24071,1,1,1,1,1
P24158,0,0,0,1,0
P24310,0,0,1,0,0
P24311,0,0,1,0,0
P24390,0,0,1,0,0
P24394,1,1,1,1,0
P24530,1,1,1,1,1
P24557,0,0,1,0,0
P24666,0,0,0,0,1
P25021,1,1,0,1,1
P25024,1,1,1,1,1
P25025,1,1,1,1,1
P25063,1,1,1,1,1
P25089,1,1,0,1,1
P25090,1,1,1,1,1
P25092,1,1,1,0,1
P25100,1,1,1,0,1
P25101,1,1,1,0,1
P25103,1,1,1,1,1
P25105,1,1,0,1,1
P25106,1,1,1,1,1
P25116,1,1,1,1,1
P25189,1,1,1,0,1
P25445,1,1,1,1,0
P25874,0,0,1,0,0
P25929,1,1,1,1,1
P25942,1,1,1,1,1
P26006,1,1,1,1,1
P26010,1,1,1,1,1
P26012,1,1,1,0,1
P26439,0,0,1,0,0
P26572,0,0,1,0,0
P26678,0,0,1,0,0
P26715,1,1,1,1,1
P26717,1,1,1,1,1
P26718,1,1,1,1,1
P26842,1,1,1,1,1
P26951,1,1,1,1,1
P26992,1,1,0,0,0
P27037,1,1,1,1,1
P27105,0,0,0,0,1
P27338,0,0,1,0,0
P27449,0,0,1,0,1
P27487,1,1,1,0,0
P27544,0,0,1,0,0
P27701,1,1,1,1,1
P27797,0,0,1,0,0
P27824,0,0,1,0,0
P27930,1,1,1,1,1
P28067,0,1,1,1,1
P28068,0,1,1,1,1
P28221,1,1,0,0,1
P28222,1,1,1,0,1
P28223,1,1,1,0,1
P28288,0,0,1,0,0
P28328,0,0,1,0,0
P28335,1,1,1,0,1
P28336,1,1,1,0,1
P28472,1,1,0,0,1
P28476,1,1,0,0,1
P28566,1,1,1,0,1
P28827,1,1,1,0,1
P28845,0,0,1,0,0
P28906,1,1,1,1,1
P28907,1,1,1,1,0
P28908,1,1,1,1,1
P29016,1,1,1,1,1
P29017,1,1,1,1,1
P29033,1,1,1,0,1
P29122,0,0,1,0,0
P29274,1,1,0,1,1
P29275,1,1,1,1,1
P29317,1,1,1,1,1
P29320,1,1,1,0,1
P29322,1,1,1,1,1
P29323,1,1,1,0,1
P29371,1,1,0,0,1
P29376,1,1,1,1,1
P29965,1,1,1,1,0
P29972,1,1,1,1,1
P29973,1,0,1,0,1
P30040,0,0,1,0,0
P30101,0,0,1,0,0
P30203,1,1,1,1,1
P30273,1,0,1,1,0
P30301,1,1,1,0,1
P30408,1,1,1,0,1
P30411,1,1,1,0,1
P30443,1,1,1,1,1
P30447,1,1,1,1,1
P30450,1,1,1,1,1
P30453,1,1,1,1,1
P30455,1,1,1,1,1
P30456,1,1,1,1,1
P30457,1,1,1,1,1
P30459,1,1,1,1,1
P30460,1,1,1,1,1
P30461,1,1,1,1,1
P30462,1,1,1,1,1
P30464,1,1,1,1,1
P30466,1,1,1,1,1
P30475,1,1,1,1,1
P30479,1,1,1,1,1
P30480,1,1,1,1,1
P30481,1,1,1,1,1
P30483,1,1,1,1,1
P30484,1,1,1,1,1
P30485,1,1,1,1,1
P30486,1,1,1,1,1
P30487,1,1,1,1,1
P30488,1,1,1,1,1
P30490,1,1,1,1,1
P30491,1,1,1,1,1
P30492,1,1,1,1,1
P30493,1,1,1,1,1
P30495,1,1,1,1,1
P30498,1,1,1,1,1
P30499,1,1,1,1,1
P30501,1,1,1,1,1
P30504,1,1,1,1,1
P30505,1,1,1,1,1
P30508,1,1,1,1,1
P30510,1,1,1,1,1
P30511,1,1,1,1,1
P30512,1,1,1,1,1
P30518,1,1,0,0,1
P30530,1,1,1,1,1
P30531,1,1,1,0,1
P30532,1,1,1,1,1
P30533,0,0,1,0,0
P30536,0,0,1,0,0
P30542,1,1,1,1,1
P30550,1,1,1,0,1
P30556,1,1,1,1,1
P30559,1,1,1,0,1
P30685,1,1,1,1,1
P30825,1,1,1,0,1
P30872,1,1,1,0,1
P30874,1,1,0,1,1
P30926,1,1,0,1,1
P30939,1,1,1,0,1
P30953,1,1,1,0,1
P30954,1,1,0,0,1
P30968,1,1,0,0,1
P30988,1,1,0,0,1
P30989,1,1,0,1,1
P31358,0,1,0,1,1
P31391,1,1,1,1,1
P31431,1,0,1,1,1
P31512,0,0,1,0,0
P31639,1,1,1,0,1
P31641,1,1,1,0,1
P31644,1,1,1,0,1
P31645,1,1,1,0,1
P31785,1,1,1,1,1
P31994,1,1,1,1,1
P31995,1,1,1,1,1
P31997,1,1,0,1,0
P32004,1,1,1,1,1
P32238,1,1,1,1,1
P32239,1,1,1,0,1
P32241,1,1,1,1,1
P32245,1,1,0,0,1
P32246,1,1,1,1,1
P32247,1,1,1,0,1
P32248,1,1,1,1,1
P32249,1,1,1,1,1
P32297,1,1,1,1,1
P32302,1,1,1,1,1
P32418,1,1,0,0,1
P32745,1,1,1,1,1
P32856,0,0,1,0,1
P32926,1,1,1,1,0
P32927,1,1,1,1,1
P32942,1,1,1,1,1
P32970,1,1,1,1,0
P32971,1,1,1,1,1
P33032,1,1,0,1,1
P33121,0,0,1,0,0
P33151,1,1,1,1,1
P33527,1,1,1,1,1
P33681,1,1,1,1,1
P33765,0,1,0,0,0
P33897,0,0,1,0,0
P33908,0,0,1,0,0
P33947,0,0,1,0,0
P34741,1,1,1,1,1
P34810,1,1,1,1,0
P34903,1,1,1,0,1
P34910,1,1,1,1,1
P34925,1,1,1,0,1
P34969,1,1,0,1,1
P34972,1,1,0,1,1
P34981,1,1,0,0,1
P34982,1,1,0,0,1
P34995,1,1,0,0,1
P34998,1,1,0,1,1
P35052,1,1,0,0,0
P35070,1,1,1,0,1
P35212,1,1,1,1,1
P35225,0,0,1,0,0
P35240,0,0,1,0,0
P35241,0,0,1,0,0
P35346,1,1,1,0,1
P35348,1,1,1,0,1
P35367,1,1,0,1,1
P35368,1,1,1,1,1
P35372,1,1,0,1,1
P35408,1,1,0,1,1
P35410,1,1,1,0,1
P35414,1,1,1,0,1
P35462,1,1,0,1,1
P35498,1,1,1,0,1
P35499,1,1,1,0,1
P35523,1,0,0,0,1
P35579,0,0,1,0,0
P35580,0,0,1,0,0
P35590,1,1,1,1,1
P35613,1,1,1,1,1
P35670,1,0,0,0,1
P35916,1,1,1,1,1
P35968,1,1,1,1,1
P36021,1,0,0,1,1
P36268,0,0,1,0,0
P36269,1,0,1,0,0
P36382,1,0,1,1,1
P36383,1,0,1,0,1
P36537,0,0,1,0,0
P36544,1,1,0,1,1
P36873,0,0,1,0,0
P36888,1,1,1,1,1
P36894,1,1,1,1,1
P36896,1,1,1,1,1
P36897,1,1,1,1,1
P36941,1,1,1,1,1
P36956,0,0,1,0,0
P37023,1,1,1,0,1
P37058,0,0,0,0,1
P37059,0,0,1,0,0
P37088,1,1,1,0,1
P37173,1,1,1,1,1
P37287,0,0,1,0,0
P37288,1,1,1,0,1
P38435,0,0,1,0,1
P38484,1,1,1,1,1
P38567,1,1,0,0,1
P38570,1,1,1,1,1
P39086,1,1,1,0,1
P39877,0,0,1,0,0
P39880,0,0,1,0,0
P40126,0,1,1,0,1
P40145,0,0,1,0,1
P40189,1,1,1,1,1
P40197,1,1,1,1,1
P40198,1,1,1,1,1
P40199,1,1,0,1,0
P40200,1,1,1,1,1
P40238,1,1,1,1,1
P40259,1,1,1,1,1
P40305,0,0,1,0,1
P40879,1,1,1,0,1
P40933,0,0,1,0,0
P40967,0,1,1,0,1
P41143,1,1,0,0,1
P41145,1,1,1,0,1
P41146,1,1,0,0,1
P41180,1,1,1,1,1
P41181,1,1,1,1,1
P41217,1,1,1,1,1
P41221,0,0,1,0,0
P41231,1,1,0,1,1
P41273,1,0,1,1,1
P41440,1,1,1,1,1
P41586,1,1,1,0,1
P41587,1,1,0,1,1
P41594,1,1,1,0,1
P41595,1,1,1,0,1
P41597,1,1,1,1,1
P41732,1,1,1,0,1
P41968,1,1,1,0,1
P42081,1,1,1,1,1
P42166,0,0,1,0,0
P42167,0,0,1,0,0
P42261,1,1,1,1,1
P42262,1,1,1,0,1
P42263,1,1,1,1,1
P42658,1,1,1,0,1
P42701,1,1,1,1,1
P42702,1,1,1,1,1
P42857,0,0,1,0,0
P42892,1,1,1,1,1
P43003,1,1,1,0,1
P43004,1,1,1,0,0
P43005,1,1,1,0,1
P43007,1,1,1,0,1
P43088,1,1,1,1,1
P43115,1,1,1,0,1
P43116,1,1,0,1,1
P43119,1,1,0,1,1
P43121,1,1,1,1,1
P43146,1,1,1,1,1
P43220,1,1,1,0,1
P43307,0,1,1,0,0
P43308,0,0,1,0,0
P43489,1,1,1,1,1
P43626,1,1,1,1,1
P43627,1,1,1,0,1
P43628,1,1,1,0,1
P43629,1,1,1,1,1
P43630,1,1,1,1,1
P43631,1,1,1,1,1
P43632,1,1,1,1,1
P43657,1,1,1,1,1
P43681,1,1,1,0,1
P45844,1,0,1,1,1
P45880,0,0,1,0,0
P46059,1,1,0,0,1
P46089,1,1,1,0,1
P46091,1,1,1,0,1
P46092,1,1,1,1,1
P46093,1,1,0,0,1
P46094,1,1,1,1,1
P46095,1,1,1,0,1
P46098,1,1,1,0,1
P46531,1,1,1,1,0
P46663,1,1,1,1,1
P46695,1,0,1,0,0
P46721,1,1,1,0,1
P46977,0,0,1,0,1
P47211,1,1,1,0,1
P47775,1,1,1,0,1
P47804,1,1,0,0,1
P47869,1,1,1,0,1
P47870,1,1,1,0,1
P47871,1,1,0,0,1
P47872,1,1,0,0,1
P47881,1,1,0,0,1
P47883,1,1,0,0,1
P47884,1,1,0,0,1
P47887,1,1,1,0,1
P47888,1,1,1,0,1
P47890,1,1,1,0,1
P47893,1,1,1,0,1
P47898,1,1,1,0,1
P47900,1,1,1,1,1
P47901,1,1,1,0,1
P47985,0,0,1,0,0
P48023,1,1,1,1,1
P48029,1,1,1,0,1
P48039,1,1,0,0,1
P48048,1,0,1,0,1
P48050,1,1,1,1,1
P48051,1,0,1,0,1
P48058,1,1,1,0,1
P48060,0,1,1,0,1
P48061,0,0,1,0,0
P48065,1,1,1,0,1
P48066,1,1,1,0,1
P48067,1,1,1,0,1
P48145,1,1,0,1,1
P48146,1,1,0,1,1
P48165,1,0,1,0,1
P48167,1,1,1,0,1
P48169,1,1,1,0,1
P48201,0,0,1,0,0
P48230,1,1,1,0,1
P48357,1,1,1,1,1
P48509,1,1,1,1,1
P48544,1,0,1,0,1
P48546,1,1,1,0,1
P48547,0,0,1,0,1
P48549,1,1,1,0,1
P48551,1,1,1,1,1
P48651,0,0,1,0,1
P48664,0,1,0,0,1
P48751,0,0,1,0,1
P48764,1,1,1,1,1
P48960,1,1,1,1,1
P48995,1,0,1,1,1
P49019,1,1,0,0,1
P49069,1,0,0,0,0
P49146,1,1,1,0,1
P49190,1,1,0,0,1
P49238,1,1,1,1,1
P49257,0,0,1,0,0
P49279,1,1,1,1,1
P49281,1,1,1,0,1
P49286,1,1,1,0,1
P49327,0,0,1,1,0
P49447,0,0,1,0,1
P49641,0,0,1,0,0
P49682,1,1,1,1,1
P49683,1,1,0,0,1
P49685,1,1,1,1,1
P49755,0,0,1,1,1
P49768,0,1,1,0,1
P49771,1,1,1,1,1
P49788,0,0,1,0,0
P49810,0,1,1,0,1
P49895,0,0,1,0,0
P49908,0,0,1,1,1
P49961,1,1,1,1,1
P50052,1,1,1,1,1
P50281,1,1,1,0,1
P50391,1,1,1,0,1
P50402,0,0,1,0,0
P50406,1,1,1,0,1
P50416,0,0,1,0,0
P50443,0,1,1,0,1
P50591,1,0,1,1,0
P50851,0,0,1,0,1
P50876,0,0,1,0,0
P50895,1,1,1,1,0
P50993,1,1,1,1,1
P51164,1,1,1,0,1
P51168,1,1,1,1,1
P51170,1,1,1,1,1
P51172,1,1,0,1,1
P51511,1,0,1,0,1
P51512,1,1,1,0,1
P51571,0,0,1,0,0
P51572,0,0,1,0,1
P51575,1,1,1,1,1
P51582,1,1,1,1,1
P51636,0,0,0,0,1
P51648,0,0,1,0,0
P51654,1,1,0,0,0
P51674,1,1,1,0,1
P51677,1,1,1,1,1
P51679,1,1,1,1,1
P51681,1,1,1,1,1
P51684,1,1,1,1,1
P51685,1,1,1,1,1
P51686,1,1,1,1,1
P51690,0,0,0,0,1
P51693,1,1,1,0,1
P51787,1,0,1,1,1
P51788,0,0,0,0,1
P51790,0,0,1,0,0
P51793,0,0,0,0,1
P51795,0,0,0,0,1
P51797,0,0,0,1,1
P51798,0,0,0,1,1
P51800,0,0,0,0,1
P51801,0,1,0,0,1
P51805,1,1,1,0,0
P51809,0,0,1,0,0
P51810,1,1,1,0,1
P51811,1,0,1,0,1
P51828,0,1,0,1,1
P51841,1,0,1,0,1
P51993,0,0,1,0,0
P52429,0,0,1,0,0
P52569,1,1,1,0,1
P52797,1,1,0,0,0
P52798,1,1,0,1,0
P52799,1,1,1,1,1
P52803,1,1,1,1,0
P52848,0,0,1,0,0
P52849,0,0,1,0,0
P52961,1,1,1,1,0
P53007,0,0,1,0,0
P53708,1,1,1,1,1
P53794,1,1,1,0,0
P53801,1,1,1,0,0
P53805,0,0,1,1,1
P53816,0,0,1,0,1
P53985,1,1,1,0,1
P54219,0,1,1,1,1
P54289,1,0,1,0,0
P54578,0,0,1,0,0
P54652,0,0,1,0,0
P54707,0,0,0,0,1
P54709,1,1,1,1,1
P54710,0,0,1,1,1
P54753,1,1,1,0,1
P54756,1,1,1,0,1
P54760,1,1,1,1,1
P54762,1,1,1,0,1
P54764,1,1,1,1,1
P54793,0,0,0,0,1
P54826,1,1,0,0,0
P54829,0,0,0,0,1
P54849,0,1,1,0,1
P54851,1,1,1,0,1
P54852,0,1,1,1,1
P54855,0,0,1,0,0
P55011,1,1,1,0,1
P55017,0,1,1,1,1
P55061,0,0,1,1,1
P55064,1,1,1,1,1
P55073,1,0,1,0,0
P55075,0,0,1,0,0
P55082,1,1,1,0,0
P55085,1,1,1,1,1
P55087,1,1,1,0,1
P55160,0,0,1,1,0
P55259,1,1,0,0,1
P55283,1,1,1,1,1
P55285,1,1,1,1,1
P55286,1,1,0,0,1
P55287,1,1,1,0,1
P55289,1,1,1,0,1
P55290,1,1,1,0,0
P55291,1,1,1,1,1
P55344,1,1,1,1,1
P55774,0,0,0,0,1
P55808,1,0,1,0,1
P55851,0,0,1,0,0
P55899,1,1,1,1,1
P55916,0,0,1,0,0
P56134,0,0,1,0,0
P56159,1,1,0,0,0
P56180,0,0,0,0,1
P56199,1,1,1,1,0
P56373,1,1,1,0,1
P56378,0,0,1,0,0
P56539,0,0,1,0,1
P56557,0,0,0,0,1
P56589,0,0,1,0,0
P56696,1,0,1,0,1
P56704,0,0,1,0,0
P56705,0,0,1,0,0
P56746,1,1,1,0,1
P56747,1,1,0,0,1
P56748,1,1,1,0,1
P56749,1,1,1,0,1
P56750,1,0,1,0,1
P56817,1,1,1,1,1
P56856,1,1,1,0,1
P56880,1,1,1,0,1
P56937,1,0,1,0,0
P56962,0,0,1,0,1
P56975,1,0,1,0,1
P57054,0,0,0,0,1
P57057,0,1,0,1,1
P57087,1,1,1,1,1
P57088,0,0,1,0,1
P57103,1,1,1,0,1
P57105,0,0,1,0,0
P57679,1,0,1,0,0
P57727,1,0,1,0,0
P57738,1,0,1,1,1
P57739,1,1,1,0,1
P57773,1,0,1,0,1
P57789,0,0,1,0,1
P58170,1,1,1,0,1
P58173,1,1,1,0,1
P58180,1,1,0,0,1
P58181,1,1,1,0,1
P58182,1,1,1,0,1
P58335,1,1,1,1,1
P58400,1,1,1,0,1
P58401,1,1,1,0,1
P58418,0,1,1,0,1
P58511,0,0,1,0,0
P58550,1,0,1,0,0
P58658,1,1,1,0,1
P58743,1,1,1,0,1
P58753,0,0,0,1,1
P58872,0,0,1,0,1
P59025,1,0,1,0,1
P59533,1,1,1,0,1
P59534,1,1,1,0,1
P59535,1,0,1,0,1
P59536,1,0,0,0,1
P59537,1,0,1,0,1
P59538,1,0,1,0,1
P59539,1,0,1,0,1
P59540,1,1,1,0,1
P59541,1,1,1,0,0
P59542,1,1,1,0,1
P59543,1,1,1,0,1
P59544,1,0,1,0,1
P59551,1,0,0,0,1
P59646,1,0,1,0,1
P59773,0,0,1,0,0
P59861,0,0,1,0,0
P59901,1,1,1,1,0
P59922,1,1,0,0,0
P60033,1,0,1,1,1
P60059,1,0,1,0,0
P60201,1,1,1,1,1
P60468,0,0,1,0,0
P60507,1,1,1,0,0
P60508,1,1,0,0,0
P60509,0,1,1,0,0
P60602,0,0,1,0,0
P60852,1,1,1,0,1
P60893,1,1,1,0,1
P60903,0,0,0,0,1
P61009,0,0,1,0,0
P61073,1,1,1,1,1
P61165,0,0,1,0,1
P61266,0,0,1,0,1
P61550,1,1,1,0,0
P61565,1,1,1,0,0
P61566,0,1,1,0,0
P61567,0,1,1,0,0
P61570,0,1,1,0,0
P61571,0,0,1,0,0
P61572,0,0,1,0,0
P61573,0,0,1,0,0
P61574,0,0,1,0,0
P61575,0,0,1,0,0
P61579,0,0,1,0,0
P61581,0,0,1,0,0
P61582,0,0,1,0,0
P61586,0,0,1,0,0
P61619,0,0,1,0,0
P61647,0,0,1,0,0
P61769,0,0,1,1,0
P61803,0,0,1,0,1
P62079,1,1,1,0,1
P62330,0,0,1,0,0
P62491,0,0,1,0,0
P62683,0,0,1,0,0
P62684,0,0,1,0,0
P62685,0,0,1,0,0
P62745,0,0,1,0,0
P62952,0,0,1,0,1
P62955,0,1,0,0,1
P63027,0,0,1,0,1
P63119,0,0,1,0,0
P63120,0,0,1,0,0
P63121,0,0,1,0,0
P63122,0,0,1,0,0
P63123,0,0,1,0,0
P63125,0,0,1,0,0
P63126,0,0,1,0,0
P63127,0,0,1,0,0
P63128,0,0,1,0,0
P63129,0,0,1,0,0
P63130,0,0,1,0,0
P63131,0,0,1,0,0
P63132,0,0,1,0,0
P63133,0,0,1,0,0
P63135,0,0,1,0,0
P63136,0,0,1,0,0
P63145,0,0,1,0,0
P63252,1,0,1,0,1
P67812,0,0,1,0,0
P69849,1,0,1,0,0
P78310,1,1,1,1,1
P78324,1,1,1,1,1
P78325,1,1,1,1,1
P78333,0,1,0,0,0
P78334,1,1,1,0,1
P78348,1,1,1,0,0
P78357,1,1,1,0,1
P78363,1,1,0,0,1
P78369,1,1,0,0,1
P78380,1,1,1,1,1
P78381,0,0,1,0,0
P78382,0,0,1,0,1
P78383,0,0,0,0,1
P78410,1,1,1,1,1
P78423,1,1,1,1,1
P78504,1,1,1,1,1
P78508,1,0,1,0,1
P78536,1,1,1,1,1
P78539,0,0,1,0,0
P78552,1,1,1,1,1
P78562,1,1,1,0,0
P79483,1,1,1,1,1
P80370,1,1,1,0,1
P81408,0,1,1,0,1
P82251,1,1,0,0,1
P82279,1,1,1,0,1
P84157,0,0,1,0,0
P98073,1,1,1,0,0
P98153,1,1,0,0,1
P98155,1,1,1,0,1
P98161,1,1,1,0,1
P98164,1,1,1,0,0
P98172,1,1,1,1,1
P98187,0,0,1,0,0
P98194,0,0,1,0,1
P98196,1,0,1,0,1
P98198,0,0,0,0,1
Q00325,0,0,1,0,1
Q00604,0,0,1,0,0
Q00765,0,0,1,0,1
Q00839,0,0,1,0,0
Q00973,0,0,1,0,0
Q00975,1,0,1,0,1
Q00LT1,0,0,1,0,0
Q01113,1,1,1,1,1
Q01118,1,1,1,0,1
Q01151,1,1,1,1,1
Q01344,1,1,1,1,1
Q01362,1,0,1,1,1
Q01453,1,0,1,0,1
Q01628,1,0,1,1,1
Q01629,1,0,1,1,1
Q01638,1,1,1,1,1
Q01650,1,1,1,1,1
Q01668,1,0,1,0,1
Q01718,1,1,0,0,1
Q01726,1,1,1,0,1
Q01814,1,1,1,0,1
Q01959,1,1,0,0,1
Q01973,1,1,1,0,1
Q01974,1,1,1,0,1
Q02094,1,1,1,0,1
