ID link,in_mine,in_BauschFluck,in_Town,in_DiazRamos,in_daCunha
Q02127,0,0,1,0,0
Q02161,0,0,1,1,1
Q02223,1,1,1,1,1
Q02246,1,1,1,0,0
Q02297,1,1,1,0,1
Q02413,1,1,1,0,0
Q02487,1,1,1,1,1
Q02505,0,1,1,0,0
Q02643,1,1,1,0,1
Q02763,1,1,1,1,1
Q02846,1,0,1,0,1
Q02978,0,0,1,0,0
Q03135,0,0,0,0,1
Q03167,1,1,1,1,1
Q03395,0,0,0,0,1
Q03405,1,1,0,1,0
Q03431,1,1,1,0,1
Q03518,0,0,1,0,0
Q03721,0,0,1,0,1
Q04609,1,1,1,1,0
Q04656,1,0,0,0,1
Q04671,1,0,0,0,1
Q04721,1,1,1,1,1
Q04771,1,1,1,1,1
Q04826,1,1,1,1,1
Q04844,1,1,1,0,1
Q04900,1,1,1,1,1
Q04912,1,1,1,1,1
Q04941,0,0,1,0,0
Q05586,1,1,1,0,1
Q05901,1,1,1,1,1
Q05940,0,1,1,0,1
Q05996,1,1,1,0,1
Q06055,0,0,1,0,0
Q06136,0,0,1,0,0
Q06418,1,1,1,0,1
Q06432,1,1,1,0,1
Q06481,1,1,1,0,0
Q06495,1,1,1,0,1
Q06643,1,0,1,1,0
Q07000,1,1,1,1,1
Q07001,1,1,1,0,1
Q07011,1,1,1,1,1
Q07021,0,0,1,0,0
Q07065,1,0,1,0,1
Q07075,1,1,1,1,0
Q07108,1,1,1,1,1
Q07325,0,0,1,0,0
Q07326,0,0,1,0,0
Q07444,1,1,1,1,1
Q075Z2,0,0,1,0,0
Q07699,1,1,1,0,1
Q07812,0,0,1,0,1
Q07817,0,0,1,0,0
Q07820,0,0,1,0,0
Q07837,1,1,1,0,1
Q07954,1,1,1,1,1
Q08174,1,1,1,0,1
Q08334,1,1,1,1,1
Q08345,1,1,1,1,1
Q08357,1,1,1,0,1
Q08431,0,0,1,0,0
Q08462,0,1,0,0,1
Q08477,0,0,1,0,0
Q08554,1,1,1,1,1
Q08708,1,1,1,1,1
Q08722,1,1,1,1,1
Q08828,0,0,1,1,1
Q08AI6,0,1,1,0,1
Q08ET2,1,1,1,0,0
Q09013,0,0,1,0,0
Q09160,1,1,1,1,1
Q09327,0,0,1,0,0
Q09328,0,0,1,0,0
Q09428,1,0,1,1,1
Q09470,1,0,1,0,1
Q0D2K0,1,1,1,0,0
Q0GE19,1,0,0,0,1
Q0P670,0,0,1,0,1
Q0P6D2,0,0,1,0,0
Q0P6H9,0,1,1,0,1
Q0VAQ4,1,0,1,0,0
Q0VDI3,0,0,1,0,1
Q0VGM3,0,0,0,0,1
Q10469,0,0,1,0,0
Q10471,0,0,1,0,0
Q10472,0,0,1,0,0
Q10588,1,1,0,1,0
Q10589,1,1,1,1,0
Q10981,0,0,1,0,0
Q11128,0,0,1,0,0
Q11130,0,0,1,0,0
Q11201,0,0,1,0,0
Q11203,0,0,1,0,0
Q11206,0,0,1,0,0
Q12767,0,0,1,0,1
Q12770,0,1,1,0,0
Q12772,0,0,1,0,0
Q12791,1,0,1,0,1
Q12797,0,0,1,0,0
Q12809,1,0,1,0,1
Q12836,1,1,1,0,1
Q12846,1,0,1,1,1
Q12860,1,1,0,0,0
Q12864,1,1,1,0,1
Q12866,1,1,1,0,1
Q12879,1,1,0,0,1
Q12884,1,1,1,0,0
Q12891,1,1,1,0,0
Q12893,0,0,1,0,1
Q12904,0,0,1,0,0
Q12907,0,1,1,0,0
Q12908,1,1,1,0,1
Q12912,0,0,1,0,1
Q12913,1,1,1,1,1
Q12918,1,1,1,1,1
Q12955,0,0,1,0,0
Q12981,0,0,1,0,1
Q12983,0,0,1,0,0
Q12999,1,1,1,0,1
Q13002,1,1,1,0,1
Q13003,1,1,1,0,1
Q13018,1,1,1,1,1
Q13021,0,0,0,0,1
Q13061,0,0,1,0,0
Q13113,0,0,1,0,1
Q13145,1,1,1,1,1
Q13183,0,1,1,0,1
Q13190,0,0,1,0,0
Q13214,0,0,0,1,0
Q13224,1,1,1,0,1
Q13241,1,0,1,1,0
Q13255,1,1,1,0,1
Q13258,1,1,0,1,1
Q13261,1,1,1,1,0
Q13277,1,0,1,1,1
Q13286,0,1,1,0,0
Q13291,1,1,1,1,1
Q13303,0,0,1,0,1
Q13304,1,1,0,0,1
Q13308,1,1,1,0,1
Q13323,0,0,1,0,1
Q13324,1,1,1,0,1
Q13326,1,0,1,0,0
Q13332,1,1,1,0,1
Q13336,0,1,0,1,1
Q13349,1,1,1,1,1
Q13370,0,0,0,0,1
Q13410,1,1,1,1,1
Q13421,1,1,1,0,0
Q13423,0,0,1,0,0
Q13433,1,1,1,0,1
Q13443,1,1,1,1,1
Q13444,1,1,1,1,1
Q13445,1,0,1,0,1
Q13449,1,1,1,0,1
Q13454,0,0,1,0,1
Q13467,1,1,1,0,1
Q13477,1,0,1,0,0
Q13478,1,1,1,1,1
Q13488,0,1,1,1,1
Q13491,0,1,1,0,1
Q13505,0,0,1,0,0
Q13507,1,0,1,1,1
Q13508,1,1,0,1,1
Q13520,1,0,1,0,1
Q13530,1,1,0,0,1
Q13563,1,1,1,0,1
Q13571,0,0,0,0,1
Q13576,0,0,1,0,0
Q13585,1,1,1,0,1
Q13586,1,1,1,0,1
Q13591,1,1,1,0,1
Q13606,1,1,1,0,1
Q13607,1,1,0,0,1
Q13621,0,1,1,0,1
Q13634,1,1,1,0,1
Q13635,1,1,1,0,1
Q13639,1,1,1,0,1
Q13641,1,1,1,0,1
Q13651,1,1,1,1,1
Q13683,1,1,1,1,1
Q13685,0,0,1,0,0
Q13698,1,0,0,0,1
Q13705,1,1,1,1,1
Q13724,0,0,1,0,0
Q13733,1,1,1,0,1
Q13740,1,1,1,1,1
Q13797,1,1,1,1,1
Q13873,1,1,1,1,1
Q13887,0,0,1,0,1
Q13936,1,1,1,0,1
Q13948,0,0,1,0,0
Q14002,1,1,0,0,0
Q14003,0,0,1,0,1
Q14028,1,0,1,0,0
Q14108,0,1,1,0,1
Q14112,0,0,1,0,0
Q14114,1,1,1,1,1
Q14118,1,1,1,0,1
Q14126,1,1,1,0,0
Q14141,0,0,1,0,0
Q14162,1,1,1,0,0
Q14165,0,0,0,1,1
Q14210,1,1,1,0,1
Q14242,1,1,1,1,1
Q14246,1,1,1,1,1
Q14254,0,0,0,1,0
Q14318,0,0,1,0,1
Q14330,1,1,1,1,1
Q14332,1,1,1,1,1
Q14390,0,0,1,0,0
Q14392,1,1,1,1,1
Q14416,1,1,1,0,1
Q14432,0,0,1,1,1
Q14435,0,0,1,0,0
Q14439,1,1,0,0,1
Q14494,0,0,1,0,0
Q14500,1,1,1,0,1
Q14512,0,0,1,0,0
Q14517,1,1,1,0,1
Q14524,1,1,1,0,1
Q14534,0,0,1,0,1
Q14542,0,1,0,1,1
Q14571,1,0,0,0,1
Q14573,1,0,1,0,0
Q14574,1,1,1,0,1
Q14626,1,1,1,1,1
Q14627,1,1,1,1,1
Q14643,0,0,1,0,1
Q14654,1,0,1,0,1
Q14656,0,0,0,0,1
Q14689,0,0,1,0,0
Q14703,0,0,1,0,0
Q14714,1,1,1,0,1
Q14721,1,0,1,1,1
Q14728,0,0,1,0,1
Q14739,0,0,1,0,0
Q14761,0,0,1,1,1
Q14773,1,1,1,1,1
Q14789,0,0,1,0,0
Q147U7,0,0,1,0,0
Q14802,1,0,1,0,1
Q14831,1,1,1,0,1
Q14832,1,1,1,0,1
Q14833,1,1,1,0,1
Q14849,1,0,1,0,1
Q14916,0,1,1,0,1
Q14940,0,0,1,1,1
Q14943,1,1,0,0,0
Q14952,1,1,0,1,1
Q14953,1,1,1,1,1
Q14954,1,1,1,1,1
Q14956,1,1,0,1,1
Q14957,1,1,0,0,1
Q14973,0,1,1,0,1
Q14982,1,1,1,0,0
Q14BN4,1,0,1,0,1
Q14C87,1,1,1,0,1
Q14CN2,0,1,1,0,1
Q14CX5,0,0,1,0,1
Q14CZ8,1,1,1,0,1
Q14D33,0,0,1,0,0
Q14DG7,1,1,1,0,1
Q15005,0,0,1,0,0
Q15011,0,0,1,0,0
Q15012,0,0,1,0,1
Q15019,0,0,1,0,0
Q15035,1,0,1,0,1
Q15041,0,0,1,0,0
Q15043,1,1,1,0,1
Q15077,1,1,1,1,1
Q15109,1,1,1,1,1
Q15116,1,1,1,1,1
Q15125,0,1,1,0,1
Q15139,0,0,1,0,1
Q15155,1,0,1,0,0
Q15223,1,1,1,1,1
Q15256,1,1,1,0,1
Q15262,1,1,1,1,1
Q15303,1,1,1,0,1
Q15363,0,0,1,0,0
Q15375,1,1,1,0,1
Q15388,0,0,1,0,0
Q15391,1,1,0,1,1
Q15392,0,0,1,0,0
Q15399,1,1,1,1,1
Q15413,0,0,0,0,1
Q15465,0,0,1,0,0
Q15546,0,0,1,1,1
Q15612,1,1,1,0,1
Q15614,0,1,0,0,0
Q15615,1,1,0,0,1
Q15617,1,1,0,0,1
Q15619,1,1,0,0,1
Q15620,1,1,1,0,1
Q15622,1,1,1,0,1
Q15629,0,0,1,0,0
Q15722,1,1,1,1,1
Q15738,0,0,1,0,1
Q15743,1,1,1,1,1
Q15746,0,0,1,0,0
Q15758,1,1,1,0,1
Q15760,1,1,0,0,1
Q15761,1,1,0,0,1
Q15762,1,1,1,1,1
Q15768,1,1,0,0,1
Q15800,0,0,1,0,1
Q15822,1,1,0,1,1
Q15825,1,1,0,0,1
Q15836,0,0,0,0,1
Q15842,1,0,1,0,1
Q15848,0,0,1,0,0
Q15849,0,1,0,0,1
Q15858,1,1,1,0,1
Q15878,1,0,1,0,1
Q15884,0,0,1,0,1
Q15904,0,0,1,0,1
Q16099,1,1,1,0,1
Q16181,0,0,1,0,0
Q16206,0,0,1,0,0
Q16280,1,0,0,0,0
Q16281,1,0,0,0,1
Q16288,1,1,1,1,1
Q16322,0,0,1,0,1
Q16348,1,1,1,0,1
Q16394,0,0,1,0,0
Q16445,1,1,1,0,1
Q16478,1,1,1,0,1
Q16512,0,0,1,0,0
Q16513,0,0,1,0,0
Q16515,1,0,1,0,0
Q16538,1,1,0,0,1
Q16549,1,0,1,0,0
Q16552,0,0,1,0,0
Q16553,1,1,0,0,0
Q16558,1,1,1,0,1
Q16563,0,1,1,0,1
Q16570,1,1,1,1,1
Q16572,0,1,0,0,0
Q16581,1,1,0,1,1
Q16585,1,1,1,0,1
Q16586,1,1,1,0,0
Q16602,1,1,0,0,1
Q16610,1,0,0,0,0
Q16611,0,0,1,0,1
Q16617,0,0,1,1,1
Q16620,1,1,1,1,1
Q16623,1,0,1,1,1
Q16625,1,0,1,0,1
Q16635,0,0,1,0,0
Q16651,0,1,1,0,0
Q16653,1,1,1,0,1
Q16655,0,0,1,0,0
Q16671,1,1,1,0,0
Q16706,0,0,1,0,0
Q16720,1,1,1,0,1
Q16790,1,0,1,0,0
Q16819,1,1,1,0,1
Q16820,1,1,1,0,1
Q16821,0,0,1,0,1
Q16827,1,1,1,1,1
Q16832,1,1,1,1,1
Q16842,0,0,1,0,0
Q16849,0,1,1,1,1
Q16850,0,0,1,0,1
Q16853,1,1,1,1,0
Q16873,0,0,1,1,1
Q16880,0,1,1,0,0
Q16891,0,0,1,0,0
Q17R55,1,1,1,0,1
Q17R60,0,0,0,0,1
Q17RQ9,0,0,1,0,1
Q17RY6,1,1,0,0,1
Q19T08,1,1,1,0,0
Q1AE95,0,0,1,0,0
Q1EHB4,1,1,1,0,1
Q1HG43,1,1,0,0,1
Q1HG44,1,0,0,0,1
Q24JP5,1,1,1,0,1
Q24JQ0,0,0,1,0,1
Q29718,1,1,1,1,1
Q29836,1,1,1,1,1
Q29865,1,1,1,1,1
Q29940,1,1,1,1,1
Q29960,1,1,1,1,1
Q29963,1,1,1,1,1
Q29974,0,1,1,1,1
Q29980,1,1,1,1,0
Q29983,1,1,1,1,1
Q2HXU8,1,1,1,1,1
Q2I0M4,1,0,1,0,1
Q2KHT4,0,1,0,0,1
Q2LD37,0,0,1,0,0
Q2M2E3,0,0,1,0,1
Q2M385,0,1,1,0,0
Q2M3C6,1,0,1,0,0
Q2M3G0,0,1,0,0,0
Q2M3M2,1,1,1,0,1
Q2M3R5,0,0,0,0,1
Q2M3T9,1,0,1,0,0
Q2PZI1,0,0,1,0,0
Q2T9K0,1,0,0,0,1
Q2TAA5,0,0,1,0,1
Q2TBF2,0,0,1,0,0
Q2VWP7,1,1,1,0,1
Q2VYF4,0,0,1,0,0
Q2WEN9,0,0,0,0,1
Q2WGJ9,1,0,1,0,1
Q2Y0W8,1,1,0,0,1
Q30134,1,1,1,1,1
Q30154,1,1,1,1,1
Q30167,1,1,1,1,1
Q30201,1,1,1,1,1
Q30KP9,0,0,1,0,0
Q30KQ4,0,0,1,0,0
Q30KQ5,0,0,1,0,0
Q31610,1,1,1,1,1
Q31612,1,1,1,1,1
Q32M45,1,0,0,0,1
Q32ZL2,0,1,1,0,1
Q3B7T3,0,0,1,0,0
Q3C1V0,0,0,1,0,0
Q3KNS1,0,1,1,0,1
Q3KNT9,1,1,1,0,1
Q3KNW5,1,1,1,0,1
Q3KPI0,1,1,1,0,1
Q3KR16,0,0,1,0,0
Q3KR37,0,1,1,0,0
Q3MIP1,1,0,1,0,1
Q3MIR4,0,0,1,0,1
Q3MIW9,1,1,1,0,1
Q3MIX3,0,0,1,0,0
Q3MUY2,0,0,0,0,1
Q3SXP7,1,1,1,0,0
Q3SXY7,0,1,1,0,1
Q3SY17,0,0,1,0,0
Q3SY77,1,0,0,0,1
Q3SYC2,0,0,1,0,1
Q3T906,0,0,1,0,0
Q3V5L5,0,0,1,0,1
Q3YBM2,0,0,1,0,1
Q3ZAQ7,0,0,1,0,0
Q3ZCQ3,1,1,1,0,1
Q3ZCQ8,0,0,1,0,0
Q401N2,1,1,1,0,1
Q494W8,0,0,0,0,1
Q495A1,1,1,1,1,1
Q495M3,1,1,1,0,1
Q495N2,1,1,1,0,1
Q495T6,0,1,1,0,0
Q495W5,0,0,1,0,0
Q496F6,1,1,1,0,1
Q496H8,1,1,0,0,0
Q496J9,1,1,1,0,1
Q49A17,0,0,1,0,0
Q49SQ1,1,1,1,0,0
Q4ADV7,0,0,1,0,0
Q4G0I0,1,0,0,0,0
Q4G0N0,0,0,1,0,0
Q4G0N8,0,0,0,0,1
Q4G0T1,1,1,0,0,0
Q4G148,0,0,1,0,0
Q4G1C9,0,0,1,0,0
Q4KMG0,1,1,1,0,1
Q4KMG9,0,0,1,0,0
Q4KMQ2,1,1,1,0,1
Q4KMZ8,1,1,1,0,1
Q4LDR2,0,0,1,0,1
Q4QY38,0,0,1,0,0
Q4U2R8,1,1,1,0,1
Q4V9L6,1,0,1,0,1
Q4VC39,1,0,1,0,0
Q4VCS5,0,0,1,0,0
Q4VNC0,0,1,0,0,1
Q4VNC1,1,0,1,0,1
Q4VXF1,0,0,1,0,0
Q4ZG55,0,0,1,0,0
Q4ZIN3,0,0,0,0,1
Q4ZJI4,0,0,1,0,1
Q504Y0,1,1,0,0,1
Q504Y2,1,0,0,0,0
Q50LG9,0,1,1,0,1
Q53EL9,1,1,1,0,1
Q53EP0,0,0,1,0,1
Q53EU6,0,0,1,0,1
Q53EZ4,0,0,1,0,0
Q53F39,0,0,0,0,1
Q53FP2,0,0,1,0,1
Q53GD3,1,1,1,0,1
Q53GQ0,0,0,0,0,1
Q53HI1,0,0,1,0,1
Q53R12,0,1,0,0,1
Q53RT3,1,0,1,0,0
Q53RY4,0,0,0,0,1
Q53S58,0,0,1,0,0
Q53TN4,0,0,1,0,1
Q562E7,0,0,0,0,1
Q567V2,0,0,1,0,0
Q587I9,0,0,1,0,1
Q58DX5,1,0,1,0,1
Q58EX2,1,1,1,0,1
Q58HT5,0,0,1,0,0
Q5BIV9,1,1,0,0,0
Q5BJD5,0,0,0,0,1
Q5BJF2,1,0,0,0,0
Q5BJH2,0,0,1,0,1
Q5BJH7,1,0,0,0,1
Q5BKT4,1,0,1,0,1
Q5BKX6,0,1,0,0,0
Q5BVD1,0,0,1,0,0
Q5DID0,1,1,1,0,1
Q5DX21,1,1,1,0,1
Q5EB52,0,0,1,0,0
Q5FWE3,1,1,0,0,1
Q5FYA8,0,0,0,0,1
Q5GH70,0,0,0,0,1
Q5GH72,0,0,0,0,1
Q5GH73,0,0,1,0,1
Q5GH76,0,0,1,0,1
Q5GH77,0,1,0,0,1
Q5H8A4,0,0,1,0,1
Q5H943,1,0,1,0,0
Q5H9E4,0,0,1,0,1
Q5H9R4,0,0,1,0,0
Q5HYA8,0,1,1,0,1
Q5HYJ1,0,0,0,0,1
Q5HYL7,0,0,1,0,1
Q5I7T1,1,0,1,0,1
Q5IJ48,0,1,1,0,1
Q5J5C9,0,0,1,0,0
Q5J8M3,0,0,1,0,1
Q5J8X5,0,0,0,0,1
Q5JPE7,0,0,1,0,0
Q5JQS5,1,1,0,0,1
Q5JRA6,0,0,1,0,0
Q5JRM2,1,0,1,0,0
Q5JRS4,1,1,0,0,1
Q5JRV8,0,1,0,0,1
Q5JTH9,0,0,1,0,0
Q5JTV8,0,0,1,0,0
Q5JUK3,1,0,1,0,1
Q5JW98,0,0,1,0,0
Q5JX69,1,0,0,0,1
Q5JX71,1,0,1,0,1
Q5JXA9,1,1,1,1,0
Q5JXX5,1,1,1,0,0
Q5JXX7,0,0,1,0,1
Q5JZY3,1,1,1,0,1
Q5K4L6,0,0,1,0,1
Q5KU26,1,0,1,0,1
Q5M7Z0,0,1,1,0,1
Q5M8T2,0,0,0,0,1
Q5MY95,1,0,1,0,1
Q5NUL3,1,1,0,0,1
Q5PT55,1,1,1,0,1
Q5QFB9,0,0,1,0,0
Q5QGT7,1,0,1,0,1
Q5QGZ9,1,1,1,1,1
Q5R3F8,1,1,1,0,1
Q5R3K3,0,0,0,0,1
Q5RGS3,0,0,0,0,1
Q5SGD2,1,0,1,0,0
Q5SNT2,0,0,0,0,1
Q5SQ64,1,1,1,0,1
Q5SR56,1,0,0,0,1
Q5SRD1,0,0,1,0,0
Q5SRI9,0,0,1,0,0
Q5SRN2,0,0,1,0,0
Q5SSG8,1,1,1,0,1
Q5SWH9,0,0,0,0,1
Q5SWX8,0,0,1,0,1
Q5SY80,1,1,0,0,0
Q5SZI1,1,0,0,0,0
Q5SZK8,1,1,1,0,1
Q5T0T0,0,0,0,0,1
Q5T197,1,0,1,0,0
Q5T1A1,1,0,1,0,1
Q5T1Q4,0,0,1,0,0
Q5T1S8,1,1,1,0,1
Q5T292,1,0,1,0,0
Q5T2D2,1,1,1,1,1
Q5T2E6,0,0,1,0,1
Q5T3F8,0,1,1,0,1
Q5T3U5,0,1,1,0,0
Q5T442,1,1,1,0,1
Q5T4D3,0,0,1,0,1
Q5T4F4,0,1,1,0,1
Q5T4S7,0,0,1,0,0
Q5T4T1,1,0,1,0,0
Q5T601,1,1,1,0,1
Q5T6L9,0,0,1,0,1
Q5T6X4,0,0,1,0,0
Q5T6X5,1,1,1,1,1
Q5T700,0,0,1,0,1
Q5T7M9,0,0,1,0,0
Q5T7P8,0,0,1,0,0
Q5T848,1,1,0,0,1
Q5T8D3,0,0,1,0,1
Q5T9L3,0,0,0,0,1
Q5T9Z0,0,0,0,0,1
Q5TAH2,0,0,1,0,1
Q5TAT6,1,0,1,0,0
Q5TEA6,1,0,0,0,0
Q5TF21,0,0,1,0,1
Q5TF39,0,1,1,0,1
Q5TFQ8,1,1,1,1,1
Q5TGI0,0,0,1,0,0
Q5TGY1,0,0,1,0,1
Q5TGZ0,0,0,1,0,0
Q5TH69,0,0,1,0,0
Q5TZ20,1,1,1,0,1
Q5TZJ5,0,0,1,0,0
Q5U3C3,0,0,0,0,1
Q5U4P2,0,0,1,0,0
Q5UAW9,1,1,1,0,1
Q5UCC4,1,0,0,0,1
Q5VSG8,0,0,1,0,0
Q5VT66,0,0,1,0,0
Q5VT99,0,1,1,0,0
Q5VTJ3,0,0,1,0,0
Q5VTT2,1,0,1,0,0
Q5VTY9,0,0,0,0,1
Q5VU13,0,1,0,0,0
Q5VU36,0,0,1,0,0
Q5VU65,0,1,1,0,0
Q5VU97,1,1,1,0,1
Q5VUB5,1,1,1,0,1
Q5VUD6,0,0,1,0,0
Q5VUY2,0,0,1,0,0
Q5VV42,0,0,1,0,1
Q5VV43,1,1,1,0,1
Q5VV63,1,1,0,0,1
Q5VVB8,0,0,0,0,1
Q5VVP1,0,0,1,0,0
Q5VW36,0,0,1,0,0
Q5VW38,1,1,0,0,1
Q5VWC8,0,0,1,1,1
Q5VWK5,1,1,1,1,1
Q5VX71,1,1,1,0,1
Q5VXT5,0,0,1,0,1
Q5VXU1,0,1,0,0,1
Q5VXU3,0,0,0,0,1
Q5VY43,1,1,1,0,0
Q5VY80,1,1,0,0,1
Q5VYJ5,0,1,1,0,0
Q5VYP0,0,0,1,0,0
Q5VYY1,0,0,0,0,1
Q5VZ66,0,0,0,0,1
Q5VZ72,1,1,1,0,0
Q5VZI3,0,0,1,0,1
Q5VZR4,1,0,1,0,0
Q5VZY2,0,0,1,0,1
Q5W0B7,0,0,1,0,1
Q5W0N0,0,0,1,0,0
Q5W0Z9,0,0,0,0,1
Q5XG99,1,0,1,0,1
Q5XXA6,1,1,1,0,1
Q5Y7A7,0,1,1,1,1
Q5ZPR3,1,1,1,1,1
Q63HM2,0,0,1,0,0
Q63ZE4,1,0,0,0,1
Q643R3,0,0,1,0,1
Q658N2,0,0,1,0,0
Q658P3,0,0,1,0,1
Q66K14,0,0,1,0,0
Q66K66,0,0,0,0,1
Q674R7,0,0,1,0,1
Q67FW5,0,0,1,0,0
Q685J3,1,1,1,0,1
Q687X5,0,1,1,0,1
Q68CJ9,0,0,1,0,0
Q68CQ1,0,0,1,0,0
Q68CQ7,0,0,1,0,0
Q68CR1,0,0,1,0,1
Q68CR7,0,0,1,0,1
Q68D42,0,0,1,0,1
Q68D85,1,1,0,0,0
Q68DH5,1,1,1,0,1
Q68DV7,1,1,1,0,1
Q68G75,0,0,1,0,0
Q69383,0,0,1,0,0
Q69384,1,1,1,0,0
Q695T7,1,1,1,0,1
Q69YG0,0,0,1,0,1
Q69YW2,0,0,1,0,1
Q69YZ2,0,0,0,0,1
Q6AI14,1,0,1,0,1
Q6AZY7,1,0,1,0,1
Q6BAA4,0,0,1,1,1
Q6DD88,0,0,1,0,1
Q6DKI7,0,0,0,1,1
Q6DN12,0,0,1,0,1
Q6DN14,0,0,0,0,1
Q6DN72,1,1,1,1,1
Q6DWJ6,1,1,1,0,1
Q6E213,0,0,1,0,1
Q6EIG7,1,0,1,1,0
Q6EMK4,1,1,1,0,1
Q6FHJ7,0,0,1,0,0
Q6GMR7,0,0,1,0,0
Q6GPH6,1,0,0,0,1
Q6GTX8,1,1,1,1,1
Q6GV28,1,1,1,0,1
Q6H3X3,1,1,1,0,0
Q6IA17,1,1,1,0,1
Q6IAN0,0,0,1,0,0
Q6IC98,0,0,1,0,1
Q6ICH7,0,0,1,0,0
Q6ICI0,0,1,0,0,1
Q6ICL7,0,0,0,0,1
Q6IEE7,1,1,1,0,1
Q6IEE8,0,0,1,0,0
Q6IEU7,1,1,1,0,1
Q6IEV9,1,1,1,0,1
Q6IEY1,1,1,0,0,1
Q6IEZ7,1,1,1,0,1
Q6IF00,1,1,1,0,1
Q6IF36,1,0,0,0,1
Q6IF42,1,1,0,0,1
Q6IF63,1,1,1,0,1
Q6IF82,1,1,1,0,1
Q6IF99,1,1,0,0,1
Q6IFG1,1,1,1,0,1
Q6IFH4,1,1,1,0,1
Q6IFN5,1,1,1,0,0
Q6IFP3,0,0,0,0,1
Q6IS24,0,0,1,0,0
Q6ISS4,0,0,0,1,0
Q6ISU1,1,1,1,0,0
Q6IWH7,1,1,1,0,1
Q6J4K2,1,1,1,0,1
Q6J9G0,0,0,1,0,0
Q6KCM7,0,0,1,0,0
Q6L9W6,0,0,1,0,0
Q6MZM0,1,1,1,0,0
Q6N022,1,1,1,0,0
Q6N069,0,0,0,0,1
Q6N075,0,1,1,0,0
Q6NSJ0,1,0,1,0,1
Q6NSJ5,1,0,1,0,1
Q6NSY2,0,0,0,0,1
Q6NT16,1,0,1,0,1
Q6NTF9,0,0,0,0,1
Q6NUI2,0,0,1,0,0
Q6NUJ2,1,1,1,0,1
Q6NUK4,0,0,0,0,1
Q6NUQ4,0,0,1,0,0
Q6NUS6,1,1,1,0,1
Q6NUS8,1,0,1,0,1
Q6NUT2,0,0,0,1,1
Q6NUT3,0,1,1,0,1
Q6NV75,1,1,0,0,1
Q6NVV3,1,1,1,0,1
Q6NW34,0,0,1,0,1
Q6NW40,1,1,0,0,0
Q6NXN4,0,0,1,0,0
Q6NXT4,1,0,1,0,1
Q6NXT6,0,0,1,0,1
Q6NYC1,0,0,0,1,0
Q6NZ63,0,0,1,0,0
Q6P0A1,0,0,1,0,0
Q6P179,0,0,1,0,0
Q6P1A2,0,0,1,0,1
Q6P1J6,1,1,1,0,1
Q6P1M0,0,0,1,0,1
Q6P1Q0,0,0,1,0,1
Q6P1S2,0,0,1,0,0
Q6P2H8,0,0,1,0,1
Q6P3S1,0,0,0,1,1
Q6P499,0,1,0,0,1
Q6P4A7,0,0,1,0,1
Q6P4E1,0,0,1,0,0
Q6P4F1,0,0,1,0,0
Q6P4H8,0,0,1,0,1
Q6P4Q7,1,1,1,0,1
Q6P531,1,0,1,0,0
Q6P5S7,0,0,1,0,1
Q6P5W5,1,1,1,0,1
Q6P5X7,0,0,1,0,1
Q6P6C2,0,0,0,0,1
Q6P7N7,1,0,1,0,0
Q6P995,1,1,1,0,0
Q6P9A2,0,0,1,0,0
Q6P9B9,0,0,1,0,0
Q6P9F7,1,0,1,1,1
Q6P9G4,1,1,1,0,1
Q6PCB7,1,0,1,0,0
Q6PCB8,1,1,0,0,1
Q6PEX7,0,0,1,0,0
Q6PEY0,1,1,0,0,1
Q6PEY1,0,0,1,0,1
Q6PHW0,1,0,1,0,0
Q6PI25,0,0,1,0,1
Q6PI73,1,1,1,1,0
Q6PI78,1,0,1,0,1
Q6PIS1,1,0,1,0,1
Q6PIU1,1,0,1,0,1
Q6PIU2,0,0,1,0,1
Q6PIV7,0,0,0,0,1
Q6PIZ9,1,1,1,0,0
Q6PJF5,0,1,1,0,1
Q6PJG9,1,1,1,0,1
Q6PJI9,0,0,0,1,0
Q6PJW8,1,0,1,0,1
Q6PK18,0,0,1,0,0
Q6PKC3,0,0,1,0,0
Q6PL45,1,0,1,0,1
Q6PML9,0,0,1,0,0
Q6PP77,0,0,0,0,1
Q6PRD1,1,1,0,0,1
Q6PXP3,1,1,1,0,1
Q6Q0C1,0,0,1,0,0
Q6Q4G3,0,0,1,0,0
Q6Q8B3,1,1,1,0,1
Q6QAJ8,0,0,1,0,1
Q6QHC5,0,0,1,0,1
Q6QNK2,1,1,1,0,1
Q6RW13,1,0,1,0,1
Q6T423,1,1,0,0,1
Q6T4P5,0,0,1,0,1
Q6TCH4,1,0,1,0,1
Q6TCH7,0,0,1,0,1
Q6U736,1,1,1,0,1
Q6U841,1,1,1,0,1
Q6UE05,0,0,0,0,1
Q6UQ28,1,1,1,0,0
Q6UVK1,1,1,1,0,1
Q6UVM3,1,0,0,0,1
Q6UVW9,1,0,1,1,0
Q6UW02,0,0,1,0,0
Q6UW56,1,1,1,0,1
Q6UW68,0,0,1,0,1
Q6UW78,0,0,1,0,0
Q6UW88,1,1,1,0,1
Q6UWB1,1,1,1,1,1
Q6UWB4,1,0,0,0,0
Q6UWD8,0,0,1,0,1
Q6UWF3,0,0,1,0,0
Q6UWH4,1,0,1,0,0
Q6UWH6,0,0,1,0,1
Q6UWI2,1,1,1,0,0
Q6UWI4,1,0,1,0,1
Q6UWJ1,0,1,1,1,1
Q6UWJ8,1,1,1,0,1
Q6UWL2,1,1,1,1,1
Q6UWL6,1,1,1,0,1
